step,e1,e2
37960,25,25
37961,25,25
37962,25,25
37963,25,25
37964,25,25
37965,25,25
37966,25,25
37967,25,25
37968,25,25
37969,25,25
37970,25,25
37971,25,25
37972,25,25
37973,25,25
37974,25,25
37975,25,25
37976,25,25
37977,25,25
37978,25,25
37979,25,25
37980,25,25
37981,25,25
37982,25,25
37983,25,25
37984,25,25
37985,25,25
37986,25,25
37987,25,25
37988,25,25
37989,25,25
37990,25,25
37991,25,25
37992,25,25
37993,25,25
37994,25,25
37995,25,25
37996,25,25
37997,25,25
37998,25,25
37999,25,25
38000,25,25
38001,25,25
38002,25,25
38003,25,25
38004,25,25
38005,25,25
38006,25,25
38007,25,25
38008,25,25
38009,25,25
38010,25,25
38011,25,25
38012,25,25
38013,25,25
38014,25,25
38015,25,25
38016,25,25
38017,25,25
38018,25,25
38019,25,25
38020,25,25
38021,25,25
38022,25,25
38023,25,25
38024,25,25
38025,25,25
38026,25,25
38027,25,25
38028,25,25
38029,25,25
38030,25,25
38031,25,25
38032,25,25
38033,25,25
38034,25,25
38035,25,25
38036,25,25
38037,25,25
38038,25,25
38039,25,25
38040,25,25
38041,25,25
38042,25,25
38043,25,25
38044,25,25
38045,25,25
38046,25,25
38047,25,25
38048,25,25
38049,25,25
38050,25,25
38051,25,25
38052,25,25
38053,25,25
38054,25,25
38055,25,25
38056,25,25
38057,25,25
38058,25,25
38059,25,25
38060,25,25
38061,25,25
38062,25,25
38063,25,25
38064,25,25
38065,25,25
38066,25,25
38067,25,25
38068,25,25
38069,25,25
38070,25,25
38071,25,25
38072,25,25
38073,25,25
38074,25,25
38075,25,25
38076,25,25
38077,25,25
38078,25,25
38079,25,25
38080,25,25
38081,25,25
38082,25,25
38083,25,25
38084,25,25
38085,25,25
38086,25,25
38087,25,25
38088,25,25
38089,25,25
38090,25,25
38091,25,25
38092,25,25
38093,25,25
38094,25,25
38095,25,25
38096,25,25
38097,25,25
38098,25,25
38099,25,25
38100,25,25
38101,25,25
38102,25,25
38103,25,25
38104,25,25
38105,25,25
38106,25,25
38107,25,25
38108,25,25
38109,25,25
38110,25,25
38111,25,25
38112,25,25
38113,25,25
38114,25,25
38115,25,25
38116,25,25
38117,25,25
38118,25,25
38119,25,25
38120,25,25
38121,25,25
38122,25,25
38123,25,25
38124,25,25
38125,25,25
38126,25,25
38127,25,25
38128,25,25
38129,25,25
38130,25,25
38131,25,25
38132,25,25
38133,25,25
38134,25,25
38135,25,25
38136,25,25
38137,25,25
38138,25,25
38139,25,25
38140,25,25
38141,25,25
38142,25,25
38143,25,25
38144,25,25
38145,25,25
38146,25,25
38147,25,25
38148,25,25
38149,25,25
38150,25,25
38151,25,25
38152,25,25
38153,25,25
38154,25,25
38155,25,25
38156,25,25
38157,25,25
38158,25,25
38159,25,25
38160,25,25
38161,25,25
38162,25,25
38163,25,25
38164,25,25
38165,25,25
38166,25,25
38167,25,25
38168,25,25
38169,25,25
38170,25,25
38171,25,25
38172,25,25
38173,25,25
38174,25,25
38175,25,25
38176,25,25
38177,25,25
38178,25,25
38179,25,25
38180,25,25
38181,25,25
38182,25,25
38183,25,25
38184,25,25
38185,25,25
38186,25,25
38187,25,25
38188,25,25
38189,25,25
38190,25,25
38191,25,25
38192,25,25
38193,25,25
38194,25,25
38195,25,25
38196,25,25
38197,25,25
38198,25,25
38199,25,25
38200,25,25
38201,25,25
38202,25,25
38203,25,25
38204,25,25
38205,25,25
38206,25,25
38207,25,25
38208,25,25
38209,25,25
38210,25,25
38211,25,25
38212,25,25
38213,25,25
38214,25,25
38215,25,25
38216,25,25
38217,25,25
38218,25,25
38219,25,25
38220,25,25
38221,25,25
38222,25,25
38223,25,25
38224,25,25
38225,25,25
38226,25,25
38227,25,25
38228,25,25
38229,25,25
38230,25,25
38231,25,25
38232,25,25
38233,25,25
38234,25,25
38235,25,25
38236,25,25
38237,25,25
38238,25,25
38239,25,25
38240,25,25
38241,25,25
38242,25,25
38243,25,25
38244,25,25
38245,25,25
38246,25,25
38247,25,25
38248,25,25
38249,25,25
38250,25,25
38251,25,25
38252,25,25
38253,25,25
38254,25,25
38255,25,25
38256,25,25
38257,25,25
38258,25,25
38259,25,25
38260,25,25
38261,25,25
38262,25,25
38263,25,25
38264,25,25
38265,25,25
38266,25,25
38267,25,25
38268,25,25
38269,25,25
38270,25,25
38271,25,25
38272,25,25
38273,25,25
38274,25,25
38275,25,25
38276,25,25
38277,25,25
38278,25,25
38279,25,25
38280,25,25
38281,25,25
38282,25,25
38283,25,25
38284,25,25
38285,25,25
38286,25,25
38287,25,25
38288,25,25
38289,25,25
38290,25,25
38291,25,25
38292,25,25
38293,25,25
38294,25,25
38295,25,25
38296,25,25
38297,25,25
38298,25,25
38299,25,25
38300,25,25
38301,25,25
38302,25,25
38303,25,25
38304,25,25
38305,25,25
38306,25,25
38307,25,25
38308,25,25
38309,25,25
38310,25,25
38311,25,25
38312,25,25
38313,25,25
38314,25,25
38315,25,25
38316,25,25
38317,25,25
38318,25,25
38319,25,25
38320,25,25
38321,25,25
38322,25,25
38323,25,25
38324,25,25
38325,25,25
38326,25,25
38327,25,25
38328,25,25
38329,25,25
38330,25,25
38331,25,25
38332,25,25
38333,25,25
38334,25,25
38335,25,25
38336,25,25
38337,25,25
38338,25,25
38339,25,25
38340,25,25
38341,25,25
38342,25,25
38343,25,25
38344,25,25
38345,25,25
38346,25,25
38347,25,25
38348,25,25
38349,25,25
38350,25,25
38351,25,25
38352,25,25
38353,25,25
38354,25,25
38355,25,25
38356,25,25
38357,25,25
38358,25,25
38359,25,25
38360,25,25
38361,25,25
38362,25,25
38363,25,25
38364,25,25
38365,25,25
38366,25,25
38367,25,25
38368,25,25
38369,25,25
38370,25,25
38371,25,25
38372,25,25
38373,25,25
38374,25,25
38375,25,25
38376,25,25
38377,25,25
38378,25,25
38379,25,25
38380,25,25
38381,25,25
38382,25,25
38383,25,25
38384,25,25
38385,25,25
38386,25,25
38387,25,25
38388,25,25
38389,25,25
38390,25,25
38391,25,25
38392,25,25
38393,25,25
38394,25,25
38395,25,25
38396,25,25
38397,25,25
38398,25,25
38399,25,25
38400,25,25
38401,25,25
38402,25,25
38403,25,25
38404,25,25
38405,25,25
38406,25,25
38407,25,25
38408,25,25
38409,25,25
38410,25,25
38411,25,25
38412,25,25
38413,25,25
38414,25,25
38415,25,25
38416,25,25
38417,25,25
38418,25,25
38419,25,25
38420,25,25
38421,25,25
38422,25,25
38423,25,25
38424,25,25
38425,25,25
38426,25,25
38427,25,25
38428,25,25
38429,25,25
38430,25,25
38431,25,25
38432,25,25
38433,25,25
38434,25,25
38435,25,25
38436,25,25
38437,25,25
38438,25,25
38439,25,25
38440,25,25
38441,25,25
38442,25,25
38443,25,25
38444,25,25
38445,25,25
38446,25,25
38447,25,25
38448,25,25
38449,25,25
38450,25,25
38451,25,25
38452,25,25
38453,25,25
38454,25,25
38455,25,25
38456,25,25
38457,25,25
38458,25,25
38459,25,25
38460,25,25
38461,25,25
38462,25,25
38463,25,25
38464,25,25
38465,25,25
38466,25,25
38467,25,25
38468,25,25
38469,25,25
38470,25,25
38471,25,25
38472,25,25
38473,25,25
38474,25,25
38475,25,25
38476,25,25
38477,25,25
38478,25,25
38479,25,25
38480,25,25
38481,25,25
38482,25,25
38483,25,25
38484,25,25
38485,25,25
38486,25,25
38487,25,25
38488,25,25
38489,25,25
38490,25,25
38491,25,25
38492,25,25
38493,25,25
38494,25,25
38495,25,25
38496,25,25
38497,25,25
38498,25,25
38499,25,25
38500,25,25
38501,25,25
38502,25,25
38503,25,25
38504,25,25
38505,25,25
38506,25,25
38507,25,25
38508,25,25
38509,25,25
38510,25,25
38511,25,25
38512,25,25
38513,25,25
38514,25,25
38515,25,25
38516,25,25
38517,25,25
38518,25,25
38519,25,25
38520,25,25
38521,25,25
38522,25,25
38523,25,25
38524,25,25
38525,25,25
38526,25,25
38527,25,25
38528,25,25
38529,25,25
38530,25,25
38531,25,25
38532,25,25
38533,25,25
38534,25,25
38535,25,25
38536,25,25
38537,25,25
38538,25,25
38539,25,25
38540,25,25
38541,25,25
38542,25,25
38543,25,25
38544,25,25
38545,25,25
38546,25,25
38547,25,25
38548,25,25
38549,25,25
38550,25,25
38551,25,25
38552,25,25
38553,25,25
38554,25,25
38555,25,25
38556,25,25
38557,25,25
38558,25,25
38559,25,25
38560,25,25
38561,25,25
38562,25,25
38563,25,25
38564,25,25
38565,25,25
38566,25,25
38567,25,25
38568,25,25
38569,25,25
38570,25,25
38571,25,25
38572,25,25
38573,25,25
38574,25,25
38575,25,25
38576,25,25
38577,25,25
38578,25,25
38579,25,25
38580,25,25
38581,25,25
38582,25,25
38583,25,25
38584,25,25
38585,25,25
38586,25,25
38587,25,25
38588,25,25
38589,25,25
38590,25,25
38591,25,25
38592,25,25
38593,25,25
38594,25,25
38595,25,25
38596,25,25
38597,25,25
38598,25,25
38599,25,25
38600,25,25
38601,25,25
38602,25,25
38603,25,25
38604,25,25
38605,25,25
38606,25,25
38607,25,25
38608,25,25
38609,25,25
38610,25,25
38611,25,25
38612,25,25
38613,25,25
38614,25,25
38615,25,25
38616,25,25
38617,25,25
38618,25,25
38619,25,25
38620,25,25
38621,25,25
38622,25,25
38623,25,25
38624,25,25
38625,25,25
38626,25,25
38627,25,25
38628,25,25
38629,25,25
38630,25,25
38631,25,25
38632,25,25
38633,25,25
38634,25,25
38635,25,25
38636,25,25
38637,25,25
38638,25,25
38639,25,25
38640,25,25
38641,25,25
38642,25,25
38643,25,25
38644,25,25
38645,25,25
38646,25,25
38647,25,25
38648,25,25
38649,25,25
38650,25,25
38651,25,25
38652,25,25
38653,25,25
38654,25,25
38655,25,25
38656,25,25
38657,25,25
38658,25,25
38659,25,25
38660,25,25
38661,25,25
38662,25,25
38663,25,25
38664,25,25
38665,25,25
38666,25,25
38667,25,25
38668,25,25
38669,25,25
38670,25,25
38671,25,25
38672,25,25
38673,25,25
38674,25,25
38675,25,25
38676,25,25
38677,25,25
38678,25,25
38679,25,25
38680,25,25
38681,25,25
38682,25,25
38683,25,25
38684,25,25
38685,25,25
38686,25,25
38687,25,25
38688,25,25
38689,25,25
38690,25,25
38691,25,25
38692,25,25
38693,25,25
38694,25,25
38695,25,25
38696,25,25
38697,25,25
38698,25,25
38699,25,25
38700,25,25
38701,25,25
38702,25,25
38703,25,25
38704,25,25
38705,25,25
38706,25,25
38707,25,25
38708,25,25
38709,25,25
38710,25,25
38711,25,25
38712,25,25
38713,25,25
38714,25,25
38715,25,25
38716,25,25
38717,25,25
38718,25,25
38719,25,25
38720,25,25
38721,25,25
38722,25,25
38723,25,25
38724,25,25
38725,25,25
38726,25,25
38727,25,25
38728,25,25
38729,25,25
38730,25,25
38731,25,25
38732,25,25
38733,25,25
38734,25,25
38735,25,25
38736,25,25
38737,25,25
38738,25,25
38739,25,25
38740,25,25
38741,25,25
38742,25,25
38743,25,25
38744,25,25
38745,25,25
38746,25,25
38747,25,25
38748,25,25
38749,25,25
38750,25,25
38751,25,25
38752,25,25
38753,25,25
38754,25,25
38755,25,25
38756,25,25
38757,25,25
38758,25,25
38759,25,25
38760,25,25
38761,25,25
38762,25,25
38763,25,25
38764,25,25
38765,25,25
38766,25,25
38767,25,25
38768,25,25
38769,25,25
38770,25,25
38771,25,25
38772,25,25
38773,25,25
38774,25,25
38775,25,25
38776,25,25
38777,25,25
38778,25,25
38779,25,25
38780,25,25
38781,25,25
38782,25,25
38783,25,25
38784,25,25
38785,25,25
38786,25,25
38787,25,25
38788,25,25
38789,25,25
38790,25,25
38791,25,25
38792,25,25
38793,25,25
38794,25,25
38795,25,25
38796,25,25
38797,25,25
38798,25,25
38799,25,25
38800,25,25
38801,25,25
38802,25,25
38803,25,25
38804,25,25
38805,25,25
38806,25,25
38807,25,25
38808,25,25
38809,25,25
38810,25,25
38811,25,25
38812,25,25
38813,25,25
38814,25,25
38815,25,25
38816,25,25
38817,25,25
38818,25,25
38819,25,25
38820,25,25
38821,25,25
38822,25,25
38823,25,25
38824,25,25
38825,25,25
38826,25,25
38827,25,25
38828,25,25
38829,25,25
38830,25,25
38831,25,25
38832,25,25
38833,25,25
38834,25,25
38835,25,25
38836,25,25
38837,25,25
38838,25,25
38839,25,25
38840,25,25
38841,25,25
38842,25,25
38843,25,25
38844,25,25
38845,25,25
38846,25,25
38847,25,25
38848,25,25
38849,25,25
38850,25,25
38851,25,25
38852,25,25
38853,25,25
38854,25,25
38855,25,25
38856,25,25
38857,25,25
38858,25,25
38859,25,25
38860,25,25
38861,25,25
38862,25,25
38863,25,25
38864,25,25
38865,25,25
38866,25,25
38867,25,25
38868,25,25
38869,25,25
38870,25,25
38871,25,25
38872,25,25
38873,25,25
38874,25,25
38875,25,25
38876,25,25
38877,25,25
38878,25,25
38879,25,25
38880,25,25
38881,25,25
38882,25,25
38883,25,25
38884,25,25
38885,25,25
38886,25,25
38887,25,25
38888,25,25
38889,25,25
38890,25,25
38891,25,25
38892,25,25
38893,25,25
38894,25,25
38895,25,25
38896,25,25
38897,25,25
38898,25,25
38899,25,25
38900,25,25
38901,25,25
38902,25,25
38903,25,25
38904,25,25
38905,25,25
38906,25,25
38907,25,25
38908,25,25
38909,25,25
38910,25,25
38911,25,25
38912,25,25
38913,25,25
38914,25,25
38915,25,25
38916,25,25
38917,25,25
38918,25,25
38919,25,25
38920,25,25
38921,25,25
38922,25,25
38923,25,25
38924,25,25
38925,25,25
38926,25,25
38927,25,25
38928,25,25
38929,25,25
38930,25,25
38931,25,25
38932,25,25
38933,25,25
38934,25,25
38935,25,25
38936,25,25
38937,25,25
38938,25,25
38939,25,25
38940,25,25
38941,25,25
38942,25,25
38943,25,25
38944,25,25
38945,25,25
38946,25,25
38947,25,25
38948,25,25
38949,25,25
38950,25,25
38951,25,25
38952,25,25
38953,25,25
38954,25,25
38955,25,25
38956,25,25
38957,25,25
38958,25,25
38959,25,25
38960,25,25
38961,25,25
38962,25,25
38963,25,25
38964,25,25
38965,25,25
38966,25,25
38967,25,25
38968,25,25
38969,25,25
38970,25,25
38971,25,25
38972,25,25
38973,25,25
38974,25,25
38975,25,25
38976,25,25
38977,25,25
38978,25,25
38979,25,25
38980,25,25
38981,25,25
38982,25,25
38983,25,25
38984,25,25
38985,25,25
38986,25,25
38987,25,25
38988,25,25
38989,25,25
38990,25,25
38991,25,25
38992,25,25
38993,25,25
38994,25,25
38995,25,25
38996,25,25
38997,25,25
38998,25,25
38999,25,25
39000,25,25
39001,25,25
39002,25,25
39003,25,25
39004,25,25
39005,25,25
39006,25,25
39007,25,25
39008,25,25
39009,25,25
39010,25,25
39011,25,25
39012,25,25
39013,25,25
39014,25,25
39015,25,25
39016,25,25
39017,25,25
39018,25,25
39019,25,25
39020,25,25
39021,25,25
39022,25,25
39023,25,25
39024,25,25
39025,25,25
39026,25,25
39027,25,25
39028,25,25
39029,25,25
39030,25,25
39031,25,25
39032,25,25
39033,25,25
39034,25,25
39035,25,25
39036,25,25
39037,25,25
39038,25,25
39039,25,25
39040,25,25
39041,25,25
39042,25,25
39043,25,25
39044,25,25
39045,25,25
39046,25,25
39047,25,25
39048,25,25
39049,25,25
39050,25,25
39051,25,25
39052,25,25
39053,25,25
39054,25,25
39055,25,25
39056,25,25
39057,25,25
39058,25,25
39059,25,25
39060,25,25
39061,25,25
39062,25,25
39063,25,25
39064,25,25
39065,25,25
39066,25,25
39067,25,25
39068,25,25
39069,25,25
39070,25,25
39071,25,25
39072,25,25
39073,25,25
39074,25,25
39075,25,25
39076,25,25
39077,25,25
39078,25,25
39079,25,25
39080,25,25
39081,25,25
39082,25,25
39083,25,25
39084,25,25
39085,25,25
39086,25,25
39087,25,25
39088,25,25
39089,25,25
39090,25,25
39091,25,25
39092,25,25
39093,25,25
39094,25,25
39095,25,25
39096,25,25
39097,25,25
39098,25,25
39099,25,25
39100,25,25
39101,25,25
39102,25,25
39103,25,25
39104,25,25
39105,25,25
39106,25,25
39107,25,25
39108,25,25
39109,25,25
39110,25,25
39111,25,25
39112,25,25
39113,25,25
39114,25,25
39115,25,25
39116,25,25
39117,25,25
39118,25,25
39119,25,25
39120,25,25
39121,25,25
39122,25,25
39123,25,25
39124,25,25
39125,25,25
39126,25,25
39127,25,25
39128,25,25
39129,25,25
39130,25,25
39131,25,25
39132,25,25
39133,25,25
39134,25,25
39135,25,25
39136,25,25
39137,25,25
39138,25,25
39139,25,25
39140,25,25
39141,25,25
39142,25,25
39143,25,25
39144,25,25
39145,25,25
39146,25,25
39147,25,25
39148,25,25
39149,25,25
39150,25,25
39151,25,25
39152,25,25
39153,25,25
39154,25,25
39155,25,25
39156,25,25
39157,25,25
39158,25,25
39159,25,25
39160,25,25
39161,25,25
39162,25,25
39163,25,25
39164,25,25
39165,25,25
39166,25,25
39167,25,25
39168,25,25
39169,25,25
39170,25,25
39171,25,25
39172,25,25
39173,25,25
39174,25,25
39175,25,25
39176,25,25
39177,25,25
39178,25,25
39179,25,25
39180,25,25
39181,25,25
39182,25,25
39183,25,25
39184,25,25
39185,25,25
39186,25,25
39187,25,25
39188,25,25
39189,25,25
39190,25,25
39191,25,25
39192,25,25
39193,25,25
39194,25,25
39195,25,25
39196,25,25
39197,25,25
39198,25,25
39199,25,25
39200,25,25
39201,25,25
39202,25,25
39203,25,25
39204,25,25
39205,25,25
39206,25,25
39207,25,25
39208,25,25
39209,25,25
39210,25,25
39211,25,25
39212,25,25
39213,25,25
39214,25,25
39215,25,25
39216,25,25
39217,25,25
39218,25,25
39219,25,25
39220,25,25
39221,25,25
39222,25,25
39223,25,25
39224,25,25
39225,25,25
39226,25,25
39227,25,25
39228,25,25
39229,25,25
39230,25,25
39231,25,25
39232,25,25
39233,25,25
39234,25,25
39235,25,25
39236,25,25
39237,25,25
39238,25,25
39239,25,25
39240,25,25
39241,25,25
39242,25,25
39243,25,25
39244,25,25
39245,25,25
39246,25,25
39247,25,25
39248,25,25
39249,25,25
39250,25,25
39251,25,25
39252,25,25
39253,25,25
39254,25,25
39255,25,25
39256,25,25
39257,25,25
39258,25,25
39259,25,25
39260,25,25
39261,25,25
39262,25,25
39263,25,25
39264,25,25
39265,25,25
39266,25,25
39267,25,25
39268,25,25
39269,25,25
39270,25,25
39271,25,25
39272,25,25
39273,25,25
39274,25,25
39275,25,25
39276,25,25
39277,25,25
39278,25,25
39279,25,25
39280,25,25
39281,25,25
39282,25,25
39283,25,25
39284,25,25
39285,25,25
39286,25,25
39287,25,25
39288,25,25
39289,25,25
39290,25,25
39291,25,25
39292,25,25
39293,25,25
39294,25,25
39295,25,25
39296,25,25
39297,25,25
39298,25,25
39299,25,25
39300,25,25
39301,25,25
39302,25,25
39303,25,25
39304,25,25
39305,25,25
39306,25,25
39307,25,25
39308,25,25
39309,25,25
39310,25,25
39311,25,25
39312,25,25
39313,25,25
39314,25,25
39315,25,25
39316,25,25
39317,25,25
39318,25,25
39319,25,25
39320,25,25
39321,25,25
39322,25,25
39323,25,25
39324,25,25
39325,25,25
39326,25,25
39327,25,25
39328,25,25
39329,25,25
39330,25,25
39331,25,25
39332,25,25
39333,25,25
39334,25,25
39335,25,25
39336,25,25
39337,25,25
39338,25,25
39339,25,25
39340,25,25
39341,25,25
39342,25,25
39343,25,25
39344,25,25
39345,25,25
39346,25,25
39347,25,25
39348,25,25
39349,25,25
39350,25,25
39351,25,25
39352,25,25
39353,25,25
39354,25,25
39355,25,25
39356,25,25
39357,25,25
39358,25,25
39359,25,25
39360,25,25
39361,25,25
39362,25,25
39363,25,25
39364,25,25
39365,25,25
39366,25,25
39367,25,25
39368,25,25
39369,25,25
39370,25,25
39371,25,25
39372,25,25
39373,25,25
39374,25,25
39375,25,25
39376,25,25
39377,25,25
39378,25,25
39379,25,25
39380,25,25
39381,25,25
39382,25,25
39383,25,25
39384,25,25
39385,25,25
39386,25,25
39387,25,25
39388,25,25
39389,25,25
39390,25,25
39391,25,25
39392,25,25
39393,25,25
39394,25,25
39395,25,25
39396,25,25
39397,25,25
39398,25,25
39399,25,25
39400,25,25
39401,25,25
39402,25,25
39403,25,25
39404,25,25
39405,25,25
39406,25,25
39407,25,25
39408,25,25
39409,25,25
39410,25,25
39411,25,25
39412,25,25
39413,25,25
39414,25,25
39415,25,25
39416,25,25
39417,25,25
39418,25,25
39419,25,25
39420,25,25
39421,25,25
39422,25,25
39423,25,25
39424,25,25
39425,25,25
39426,25,25
39427,25,25
39428,25,25
39429,25,25
39430,25,25
39431,25,25
39432,25,25
39433,25,25
39434,25,25
39435,25,25
39436,25,25
39437,25,25
39438,25,25
39439,25,25
39440,25,25
39441,25,25
39442,25,25
39443,25,25
39444,25,25
39445,25,25
39446,25,25
39447,25,25
39448,25,25
39449,25,25
39450,25,25
39451,25,25
39452,25,25
39453,25,25
39454,25,25
39455,25,25
39456,25,25
39457,25,25
39458,25,25
39459,25,25
39460,25,25
39461,25,25
39462,25,25
39463,25,25
39464,25,25
39465,25,25
39466,25,25
39467,25,25
39468,25,25
39469,25,25
39470,25,25
39471,25,25
39472,25,25
39473,25,25
39474,25,25
39475,25,25
39476,25,25
39477,25,25
39478,25,25
39479,25,25
39480,25,25
39481,25,25
39482,25,25
39483,25,25
39484,25,25
39485,25,25
39486,25,25
39487,25,25
39488,25,25
39489,25,25
39490,25,25
39491,25,25
39492,25,25
39493,25,25
39494,25,25
39495,25,25
39496,25,25
39497,25,25
39498,25,25
39499,25,25
39500,25,25
39501,25,25
39502,25,25
39503,25,25
39504,25,25
39505,25,25
39506,25,25
39507,25,25
39508,25,25
39509,25,25
39510,25,25
39511,25,25
39512,25,25
39513,25,25
39514,25,25
39515,25,25
39516,25,25
39517,25,25
39518,25,25
39519,25,25
39520,25,25
39521,25,25
39522,25,25
39523,25,25
39524,25,25
39525,25,25
39526,25,25
39527,25,25
39528,25,25
39529,25,25
39530,25,25
39531,25,25
39532,25,25
39533,25,25
39534,25,25
39535,25,25
39536,25,25
39537,25,25
39538,25,25
39539,25,25
39540,25,25
39541,25,25
39542,25,25
39543,25,25
39544,25,25
39545,25,25
39546,25,25
39547,25,25
39548,25,25
39549,25,25
39550,25,25
39551,25,25
39552,25,25
39553,25,25
39554,25,25
39555,25,25
39556,25,25
39557,25,25
39558,25,25
39559,25,25
39560,25,25
39561,25,25
39562,25,25
39563,25,25
39564,25,25
39565,25,25
39566,25,25
39567,25,25
39568,25,25
39569,25,25
39570,25,25
39571,25,25
39572,25,25
39573,25,25
39574,25,25
39575,25,25
39576,25,25
39577,25,25
39578,25,25
39579,25,25
39580,25,25
39581,25,25
39582,25,25
39583,25,25
39584,25,25
39585,25,25
39586,25,25
39587,25,25
39588,25,25
39589,25,25
39590,25,25
39591,25,25
39592,25,25
39593,25,25
39594,25,25
39595,25,25
39596,25,25
39597,25,25
39598,25,25
39599,25,25
39600,25,25
39601,25,25
39602,25,25
39603,25,25
39604,25,25
39605,25,25
39606,25,25
39607,25,25
39608,25,25
39609,25,25
39610,25,25
39611,25,25
39612,25,25
39613,25,25
39614,25,25
39615,25,25
39616,25,25
39617,25,25
39618,25,25
39619,25,25
39620,25,25
39621,25,25
39622,25,25
39623,25,25
39624,25,25
39625,25,25
39626,25,25
39627,25,25
39628,25,25
39629,25,25
39630,25,25
39631,25,25
39632,25,25
39633,25,25
39634,25,25
39635,25,25
39636,25,25
39637,25,25
39638,25,25
39639,25,25
39640,25,25
39641,25,25
39642,25,25
39643,25,25
39644,25,25
39645,25,25
39646,25,25
39647,25,25
39648,25,25
39649,25,25
39650,25,25
39651,25,25
39652,25,25
39653,25,25
39654,25,25
39655,25,25
39656,25,25
39657,25,25
39658,25,25
39659,25,25
39660,25,25
39661,25,25
39662,25,25
39663,25,25
39664,25,25
39665,25,25
39666,25,25
39667,25,25
39668,25,25
39669,25,25
39670,25,25
39671,25,25
39672,25,25
39673,25,25
39674,25,25
39675,25,25
39676,25,25
39677,25,25
39678,25,25
39679,25,25
39680,25,25
39681,25,25
39682,25,25
39683,25,25
39684,25,25
39685,25,25
39686,25,25
39687,25,25
39688,25,25
39689,25,25
39690,25,25
39691,25,25
39692,25,25
39693,25,25
39694,25,25
39695,25,25
39696,25,25
39697,25,25
39698,25,25
39699,25,25
39700,25,25
39701,25,25
39702,25,25
39703,25,25
39704,25,25
39705,25,25
39706,25,25
39707,25,25
39708,25,25
39709,25,25
39710,25,25
39711,25,25
39712,25,25
39713,25,25
39714,25,25
39715,25,25
39716,25,25
39717,25,25
39718,25,25
39719,25,25
39720,25,25
39721,25,25
39722,25,25
39723,25,25
39724,25,25
39725,25,25
39726,25,25
39727,25,25
39728,25,25
39729,25,25
39730,25,25
39731,25,25
39732,25,25
39733,25,25
39734,25,25
39735,25,25
39736,25,25
39737,25,25
39738,25,25
39739,25,25
39740,25,25
39741,25,25
39742,25,25
39743,25,25
39744,25,25
39745,25,25
39746,25,25
39747,25,25
39748,25,25
39749,25,25
39750,25,25
39751,25,25
39752,25,25
39753,25,25
39754,25,25
39755,25,25
39756,25,25
39757,25,25
39758,25,25
39759,25,25
39760,25,25
39761,25,25
39762,25,25
39763,25,25
39764,25,25
39765,25,25
39766,25,25
39767,25,25
39768,25,25
39769,25,25
39770,25,25
39771,25,25
39772,25,25
39773,25,25
39774,25,25
39775,25,25
39776,25,25
39777,25,25
39778,25,25
39779,25,25
39780,25,25
39781,25,25
39782,25,25
39783,25,25
39784,25,25
39785,25,25
39786,25,25
39787,25,25
39788,25,25
39789,25,25
39790,25,25
39791,25,25
39792,25,25
39793,25,25
39794,25,25
39795,25,25
39796,25,25
39797,25,25
39798,25,25
39799,25,25
39800,25,25
39801,25,25
39802,25,25
39803,25,25
39804,25,25
39805,25,25
39806,25,25
39807,25,25
39808,25,25
39809,25,25
39810,25,25
39811,25,25
39812,25,25
39813,25,25
39814,25,25
39815,25,25
39816,25,25
39817,25,25
39818,25,25
39819,25,25
39820,25,25
39821,25,25
39822,25,25
39823,25,25
39824,25,25
39825,25,25
39826,25,25
39827,25,25
39828,25,25
39829,25,25
39830,25,25
39831,25,25
39832,25,25
39833,25,25
39834,25,25
39835,25,25
39836,25,25
39837,25,25
39838,25,25
39839,25,25
39840,25,25
39841,25,25
39842,25,25
39843,25,25
39844,25,25
39845,25,25
39846,25,25
39847,25,25
39848,25,25
39849,25,25
39850,25,25
39851,25,25
39852,25,25
39853,25,25
39854,25,25
39855,25,25
39856,25,25
39857,25,25
39858,25,25
39859,25,25
39860,25,25
39861,25,25
39862,25,25
39863,25,25
39864,25,25
39865,25,25
39866,25,25
39867,25,25
39868,25,25
39869,25,25
39870,25,25
39871,25,25
39872,25,25
39873,25,25
39874,25,25
39875,25,25
39876,25,25
39877,25,25
39878,25,25
39879,25,25
39880,25,25
39881,25,25
39882,25,25
39883,25,25
39884,25,25
39885,25,25
39886,25,25
39887,25,25
39888,25,25
39889,25,25
39890,25,25
39891,25,25
39892,25,25
39893,25,25
39894,25,25
39895,25,25
39896,25,25
39897,25,25
39898,25,25
39899,25,25
39900,25,25
39901,25,25
39902,25,25
39903,25,25
39904,25,25
39905,25,25
39906,25,25
39907,25,25
39908,25,25
39909,25,25
39910,25,25
39911,25,25
39912,25,25
39913,25,25
39914,25,25
39915,25,25
39916,25,25
39917,25,25
39918,25,25
39919,25,25
39920,25,25
39921,25,25
39922,25,25
39923,25,25
39924,25,25
39925,25,25
39926,25,25
39927,25,25
39928,25,25
39929,25,25
39930,25,25
39931,25,25
39932,25,25
39933,25,25
39934,25,25
39935,25,25
39936,25,25
39937,25,25
39938,25,25
39939,25,25
39940,25,25
39941,25,25
39942,25,25
39943,25,25
39944,25,25
39945,25,25
39946,25,25
39947,25,25
39948,25,25
39949,25,25
39950,25,25
39951,25,25
39952,25,25
39953,25,25
39954,25,25
39955,25,25
39956,25,25
39957,25,25
